Object ID,Digital ID,Title,Volume,Alternative Title,Uniform Title,Creator,Contributor,Summary,Note,Subject,Genre,Publisher,Date,Approximate Date,Coverage Temporal,Coverage Spatial,Call Number,Language,Preceding Title,Succeeding Title,Repository,Collection Title,Collection No.,Series,Container,Rights,Standardized Rights Statement
asm0341002338,asm03410023380001001,Page 1,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380002001,Page 2,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380003001,Page 3,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380004001,Page 4,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380005001,Page 5,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380006001,Page 6,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380007001,Page 7,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380008001,Page 8,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380009001,Page 9,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380010001,Page 10,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380011001,Page 11,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002338,asm03410023380012001,Page 12,"Pan American World Airways teacher, Vol. VIII, No. 3, November - December 1951",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952","Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1952-03,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 8; Folder Title: Pan American World Airways Teacher, Vol. 8, 1951-1952","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002339,asm03410023390001001,Page 1,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390002001,Page 2,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390003001,Page 3,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390004001,Page 4,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390005001,Page 5,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390006001,Page 6,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390007001,Page 7,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390008001,Page 8,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390009001,Page 9,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390010001,Page 10,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390011001,Page 11,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002339,asm03410023390012001,Page 12,"Pan American World Airways teacher, Vol. VIII, No. 4, March 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952","Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1952-06,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 8; Folder Title: Pan American World Airways Teacher, Vol. 8, 1951-1952","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002340,asm03410023400001001,Page 1,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400002001,Page 2,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400003001,Page 3,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400004001,Page 4,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400005001,Page 5,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400006001,Page 6,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400007001,Page 7,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400008001,Page 8,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400009001,Page 9,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400010001,Page 10,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400011001,Page 11,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002340,asm03410023400012001,Page 12,"Pan American World Airways teacher, Vol. VIII, No. 5, June 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952","Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1952-11,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 9; Folder Title: Pan American World Airways Teacher, Vol. 9, 1952-1953","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002341,asm03410023410001001,Page 1,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410002001,Page 2,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410003001,Page 3,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410004001,Page 4,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410005001,Page 5,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410006001,Page 6,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410007001,Page 7,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410008001,Page 8,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410009001,Page 9,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410010001,Page 10,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410011001,Page 11,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410012001,Page 12,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410013001,Page 13,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410014001,Page 14,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410015001,Page 15,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002341,asm03410023410016001,Page 16,"Pan American World Airways teacher, Vol. IX, No. 1, November 1952",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953","Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1953-02,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 9; Folder Title: Pan American World Airways Teacher, Vol. 9, 1952-1953","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002342,asm03410023420001001,Page 1,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420002001,Page 2,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420003001,Page 3,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420004001,Page 4,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420005001,Page 5,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420006001,Page 6,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420007001,Page 7,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420008001,Page 8,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420009001,Page 9,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420010001,Page 10,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420011001,Page 11,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420012001,Page 12,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420013001,Page 13,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420014001,Page 14,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420015001,Page 15,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002342,asm03410023420016001,Page 16,"Pan American World Airways teacher, Vol. IX, No. 2, February 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953","Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1953-05,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 9; Folder Title: Pan American World Airways Teacher, Vol. 9, 1952-1953","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002343,asm03410023430001001,Page 1,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430002001,Page 2,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430003001,Page 3,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430004001,Page 4,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430005001,Page 5,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430006001,Page 6,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430007001,Page 7,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430008001,Page 8,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430009001,Page 9,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430010001,Page 10,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430011001,Page 11,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430012001,Page 12,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430013001,Page 13,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430014001,Page 14,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430015001,Page 15,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002343,asm03410023430016001,Page 16,"Pan American World Airways teacher, Vol. IX, No. 3, May 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,,"Pan American World Airways teacher, Vol. X, No. 1, September 1953","Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1953-09,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 10; Folder Title: Pan American World Airways Teacher, Vol. 10, 1953-1954","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002344,asm03410023440001001,Page 1,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440002001,Page 2,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440003001,Page 3,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440004001,Page 4,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440005001,Page 5,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440006001,Page 6,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440007001,Page 7,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440008001,Page 8,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440009001,Page 9,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440010001,Page 10,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440011001,Page 11,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440012001,Page 12,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440013001,Page 13,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440014001,Page 14,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440015001,Page 15,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002344,asm03410023440016001,Page 16,"Pan American World Airways teacher, Vol. X, No. 1, September 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,,"Pan American World Airways teacher, Vol. X, No. 2, November 1953","Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1953-11,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 10; Folder Title: Pan American World Airways Teacher, Vol. 10, 1953-1954","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002345,asm03410023450001001,Page 1,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450002001,Page 2,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450003001,Page 3,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450004001,Page 4,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450005001,Page 5,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450006001,Page 6,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450007001,Page 7,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450008001,Page 8,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450009001,Page 9,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450010001,Page 10,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450011001,Page 11,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450012001,Page 12,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450013001,Page 13,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450014001,Page 14,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450015001,Page 15,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002345,asm03410023450016001,Page 16,"Pan American World Airways teacher, Vol. X, No. 2, November 1953",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,,"Pan American World Airways teacher, Vol. X, No. 3, January 1954","Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,"Pan American World Airways, Inc.",,,Published as a service to teachers.,"Pan American World Airways, Inc. -- Periodicals; Aeronautics, Commercial -- United States -- Periodicals; Aeronautics, Commercial -- Latin America -- Periodicals; Aeronautics -- Study and teaching -- Periodicals; Latin America -- Description and travel -- Periodicals",Periodicals,New York : Pan American World Airways,1954-01,,1950-1959,,HE9803.P36 C55,eng,Classroom clipper,"Classroom clipper (New York, N.Y. : 1959)",University of Miami. Libraries. Special Collections,"Pan American World Airways, Inc. records",ASM0341,Printed Materials: Periodicals,"Box No. 5 of 49; Box Title: Classroom Clipper, Pan American World Airways Teacher, 1944-1968; Folder No. 10; Folder Title: Pan American World Airways Teacher, Vol. 10, 1953-1954","This material is in the public domain in the United States. The Pan Am brand remains under trademark. For additional information, please visit: http://merrick.library.miami.edu/digitalprojects/copyright.html",http://rightsstatements.org/vocab/NoC-US/1.0/
asm0341002346,asm03410023460001001,Page 1,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460002001,Page 2,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460003001,Page 3,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460004001,Page 4,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460005001,Page 5,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460006001,Page 6,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460007001,Page 7,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460008001,Page 8,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460009001,Page 9,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460010001,Page 10,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460011001,Page 11,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460012001,Page 12,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
asm0341002346,asm03410023460013001,Page 13,"Pan American World Airways teacher, Vol. X, No. 3, January 1954",,,,,,,,,,,,,,,,,,,,,,,,
